r2,rmse,spearman,target,n_test
-0.47607039424563546,15.450865793049692,-0.07313961634992842,O60885,67
0.04516120358217346,24.412053139691153,0.24504780371467025,P10275,61
0.5538621814301853,13.135145179838995,0.385999211636267,P51531,40
-1.6100513618305976,20.86462411180494,-0.20890912768076597,Q06187,39
-0.61900270081631,28.678779045753277,-0.447791073017824,P03372,39
0.3798962220288133,19.535782705038166,0.45279724311043634,P51532,30
-0.49593172877018127,22.055572562275845,0.48142176219724225,Q92793,25
0.23445019228068156,25.51083900897864,0.7744609743463277,Q09472,25
0.3254624427275307,18.728057011831662,0.7289146558189885,Q13547,24
-0.09844823110882239,39.866578001584344,0.4064943026563765,P43490,24
-0.0721949217133769,18.091902987189794,0.7973368920128022,Q92769,23
0.3850676923281779,18.82325925091152,0.583376485839405,O15379,23
0.22630369236877437,20.58847155859229,0.45063732383174965,P01116,21
-0.5726443046688174,13.450582156628192,-0.5832231078353938,P50750,19
-3.4390343223561075,15.357233654805606,0.3818574847473118,Q08881,18
-0.4988561193951875,33.71198415015373,0.3667035677351411,Q9UBN7,16
-0.3578186058235757,34.75363006116181,0.08019699852685501,Q07889,16
0.046446338882607,13.155525405463067,0.3863931299585918,P00533,15
-0.19541650345723216,17.793444529801175,0.05020580719170187,P15056,13
-0.1748262960629403,29.110533049616198,0.7210004253078477,P25440,11
-3.217147707661392,27.033059174921807,0.671367077402925,Q15059,11
-0.496259111711611,22.16215950574107,-0.1099063912519901,Q07817,10
0.04480275919360784,20.903133457152062,0.3047264158394582,P35968,10
